City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
512,khandyga,62.6667,135.6,-39.99,99,99,1.17,RU,1707264237
513,fatehpur sikri,27.1,77.6667,10.19,42,87,3.24,IN,1707264237
514,motueka,-41.1333,173.0167,23.94,28,32,0.85,NZ,1707264237
515,isangel,-19.55,169.2667,29.06,79,100,2.57,VU,1707264237
516,makubetsu,45.3714,141.8211,-6.77,85,40,1.79,JP,1707264238
517,fisterra,42.9049,-9.2629,14.3,93,100,9.95,ES,1707264238
518,broome,42.2506,-75.833,1.46,73,4,1.77,US,1707264238
519,st. john's,47.5649,-52.7093,0.93,94,100,12.35,CA,1707264179
520,vernon,50.2581,-119.2691,2.64,93,100,0.0,CA,1707263986
521,simanggang,1.2472,111.4528,25.01,100,100,0.51,MY,1707264238
522,selfoss,63.9331,-20.9971,-9.63,90,86,3.08,IS,1707264239
523,fada,9.5667,8.3,23.0,21,99,4.73,NG,1707264239
524,azadshahr,34.7909,48.5707,-1.73,74,20,3.09,IR,1707264004
525,gulf shores,30.246,-87.7008,17.78,54,0,0.45,US,1707264025
526,mikuni,36.2171,136.1519,2.95,69,86,3.84,JP,1707264239
527,wattegama,6.7989,81.4808,21.56,81,70,2.1,LK,1707264240
528,nacozari de garcia,30.3742,-109.6908,14.24,40,100,6.03,MX,1707264240
529,khandud,36.9513,72.318,-15.98,92,100,0.85,AF,1707264240
530,barra de santo antonio,-9.4047,-35.5072,27.6,83,66,3.86,BR,1707264240
531,happy valley-goose bay,53.3168,-60.3315,-18.83,78,20,1.54,CA,1707264240
532,ormara,25.2088,64.6357,21.93,60,100,4.31,PK,1707264241
533,mildura,-34.2,142.15,21.71,44,0,6.99,AU,1707263740
534,malaya vishera,58.8454,32.2222,-18.49,100,92,1.68,RU,1707264241
535,saldanha,-33.0117,17.9442,18.03,94,12,3.45,ZA,1707264241
536,basse-terre,16.1667,-61.6667,25.58,83,75,8.23,GP,1707264146
537,chunskiy,56.0815,99.6342,-19.51,100,96,0.92,RU,1707264241
538,bay city,43.5945,-83.8889,1.73,84,0,3.09,US,1707264020
539,capri,40.5507,14.2426,12.38,85,100,5.06,IT,1707263950
540,sirte,31.2089,16.5887,15.94,45,2,3.18,LY,1707264242
541,ngaruawahia,-37.6674,175.1555,26.98,39,8,1.36,NZ,1707264242
542,masterton,-40.9597,175.6575,23.94,20,7,3.13,NZ,1707264242
543,waingapu,-9.6567,120.2641,27.54,74,66,1.73,ID,1707264243
544,katsuura,35.1333,140.3,6.15,66,98,5.24,JP,1707264243
545,northam,51.0333,-4.2167,11.25,97,100,3.78,GB,1707264243
546,namdrik,5.5994,168.1028,27.72,79,89,6.56,MH,1707264243
547,rudnyy,52.9594,63.1206,0.13,97,100,9.4,KZ,1707264244
548,la sarre,48.8002,-79.1996,-0.46,94,100,3.47,CA,1707264244
549,callao,-12.0667,-77.15,27.16,69,0,7.72,PE,1707264244
550,raufoss,60.7264,10.6172,-11.09,97,100,0.74,NO,1707264244
551,shihezi,44.3,86.0333,-16.1,95,94,1.81,CN,1707264245
552,buta,2.7858,24.73,21.53,46,2,0.21,CD,1707264245
553,bengkulu,-3.8004,102.2655,24.35,86,95,1.48,ID,1707264202
554,bardai,11.65,7.2333,19.07,21,68,5.42,NG,1707264245
555,bonthe,7.5264,-12.505,26.44,89,0,2.45,SL,1707264246
556,bria,6.5423,21.9863,24.4,20,58,3.35,CF,1707264246
557,turbat,26.0023,63.044,17.62,69,53,1.3,PK,1707264246
558,zyrya,40.3661,50.2917,4.05,57,91,5.11,AZ,1707264246
559,bokoro,12.3807,17.0568,20.17,21,45,5.74,TD,1707264247
560,bahia de kino,28.8333,-111.9333,16.62,79,100,4.78,MX,1707264247
561,luanda,-8.8368,13.2343,27.0,89,75,3.09,AO,1707264247
562,tweed heads,-28.1817,153.547,28.87,84,100,6.69,AU,1707264247
563,westport,41.1415,-73.3579,2.33,65,8,0.89,US,1707264112
564,prince rupert,54.3161,-130.3201,2.05,93,100,1.03,CA,1707264041
565,reggane,26.7158,0.1714,15.45,23,4,3.9,DZ,1707263957
566,campbell river,50.0163,-125.2446,6.21,61,40,2.57,CA,1707264248
567,vieux fort,13.7167,-60.95,27.64,84,75,6.17,LC,1707264248
568,tupancireta,-29.0806,-53.8358,23.23,81,99,3.13,BR,1707264249
569,forster,-32.1667,152.5167,21.32,95,100,5.16,AU,1707264249
570,vel'sk,61.0701,42.0983,-27.63,100,89,0.89,RU,1707264249
571,kudahuvadhoo,2.6708,72.8944,27.42,81,64,5.05,MV,1707264249
572,deder,9.3167,41.45,13.77,66,3,0.39,ET,1707264250
573,wellington,-41.2866,174.7756,24.43,64,34,10.29,NZ,1707263534
574,sur,22.5667,59.5289,21.71,61,100,2.8,OM,1707264250
575,dzhambeyty,50.2536,52.595,-6.52,82,100,14.13,KZ,1707264250
576,bibbiena,43.6965,11.8135,9.49,94,100,2.21,IT,1707264250
577,golfito,8.639,-83.166,25.55,88,30,1.12,CR,1707264251
578,lurugan,8.0167,124.9667,21.15,81,99,0.52,PH,1707264251
579,ancud,-41.8697,-73.8203,15.9,90,99,8.79,CL,1707264251
